left_side,right_side,similarity
Manitoba Metis Federation,Manitoba Metis Federation Inc,0.9697881047221695
Manitoba Conservatory of Music & Art,The Manitoba Conservatory of Music & Arts,0.9318319357101181
Manion Wilkins & Associates Ltd.,Manion Wilkins & Associates,0.9643704076737087
Manion Wilkins & Associates,manion wilkins and associates ltd ,0.9643704076737087
Manion Wilkins & Associates,Manion Wilkins & Associates Ltd.,0.9643704076737087
Magna International Inc.,magna international,0.9527468252949386
Magna International Inc.,Magna International,0.9527468252949386
Magna International Inc,magna international,0.9527468252949386
Magna International Inc,Magna International,0.9527468252949386
Magna International,Magna International Inc,0.9527468252949386
Magna International,Magna International Inc.,0.9527468252949386
MAD Elevator Inc,MAD Elevator,0.9440297966332775
MAD Elevator,mad elevator inc,0.9440297966332775
MAD Elevator,MAD Elevator Inc,0.9440297966332775
MacGillivray Guest Home,RC MacGillivray Guest Home,0.9098149540338771
Mac-Weld Machining Ltd.,Mac-Weld Machining,0.948201601178175
Mac-Weld Machining,Mac-Weld Machining Ltd.,0.948201601178175
Lynden International Logistics Company,Lynden International Logistics Co.,0.9006034828349169
Lynden International Logistics Co.,Lynden International Logistics Company,0.9006034828349169
LUMINOR Environmental,luminor environmental inc ,0.9685129424225837
Lullaboo Nursery and Childcare Center Inc,lullaboo nursery and childcare centre,0.9429440542597669
"Lucid Vision Labs, Inc.",LUCID Vision Labs,0.9758261517613224
LUCID Vision Labs,"Lucid Vision Labs, Inc.",0.9758261517613224
"LotusFlare, Inc.",lotusflare,0.9638664863447796
lotusflare,"LotusFlare, Inc.",0.9638664863447796
"LotLinx, Inc.",LotLinx,0.9240932766283327
LotLinx,"LotLinx, Inc.",0.9240932766283327
Lookout Inc,Lookout,0.941929035971137
Lookout,Lookout Inc,0.941929035971137
LMDG Building Consultants Ltd.,LMDG Building Code Consultants Ltd.,0.9291778206388457
LMDG Building Code Consultants Ltd.,LMDG Building Consultants Ltd.,0.9291778206388457
Lineman's Testing Laboratories of Canada Limited...,Lineman's Testing Laboratories of Canada,0.9204008554520501
Lineman's Testing Laboratories of Canada,Lineman's Testing Laboratories of Canada Limited...,0.9204008554520501
LINDT & SPRUNGLI.,Lindt & Sprungli Canada,0.9234965665643231
Lindt & Sprungli Canada,Lindt & Sprungli,0.9234965665643231
Lindt & Sprungli Canada,LINDT & SPRUNGLI.,0.9234965665643231
Lindt & Sprungli,Lindt & Sprungli Canada,0.9234965665643231
Lincoln Electric Company of Canada,lincoln electric company of canada lp,0.9365006477715406
Lightspeed Commerce (FR),Lightspeed Commerce,0.9000044342889901
Lightspeed Commerce,Lightspeed Commerce (FR),0.9000044342889901
Lightform Canada Inc,LightForm Canada,0.958469907999773
LightForm Canada Inc,LightForm Canada,0.958469907999773
LightForm Canada,LightForm Canada Inc,0.958469907999773
LightForm Canada,Lightform Canada Inc,0.958469907999773
LifeLearn Inc,LifeLearn,0.9393620427595538
LifeLearn Inc,LIFELEARN,0.9393620427595538
LIFELEARN,LifeLearn Inc,0.9393620427595538
LifeLearn,LifeLearn Inc,0.9393620427595538
Life Time,life time inc ,0.9390867737777248
Lifco Hydraulics Ltd,Lifco Hydraulics Inc.,0.9441150004690546
Lifco Hydraulics Inc.,Lifco Hydraulics Ltd,0.9441150004690546
LGM Financial Services Inc.,LGM Financial Services,0.9753799263228976
LGM Financial Services,LGM Financial Services Inc.,0.9753799263228976
LG Electronics Canada,lg electronics,0.9145587176923511
Leggett and Platt Automotive Group,Leggett & Platt Automotive,0.9564940649092799
Leggett & Platt Automotive,Leggett and Platt Automotive Group,0.9564940649092799
Ledn Inc.,Ledn,0.9199844003391993
Ledn,Ledn Inc.,0.9199844003391993
Le Chic Resto Pop,Chic Resto Pop,0.9044400467729833
Lawrie Insurance Group Inc.,lawrie insurance group,0.957930257422856
Law Society of British Columbia,The Law Society of British Columbia,0.9585969508339977
Lavin Media Inc.,Lavin Media,0.9397299176837949
Lavin Media,Lavin Media Inc.,0.9397299176837949
Laura Ballance Media Group Inc.,Laura Ballance Media Group,0.9640682292170619
Laura Ballance Media Group,Laura Ballance Media Group Inc.,0.9640682292170619
Launchcode Canada,Launchcode,0.9096190991700137
Launchcode,Launchcode Canada,0.9096190991700137
Lastwall Networks Inc.,Lastwall Networks,0.9741592055204527
Lastwall Networks,Lastwall Networks Inc.,0.9741592055204527
LANTRONIX INC.,LANTRONIX,0.9012488079659127
LANTRONIX,LANTRONIX INC.,0.9012488079659127
Landmark Structures Co.,landmark structures,0.9510502442463572
Landmark Structures Co,landmark structures,0.9510502442463572
Lambton Golf & Country Club Ltd.,Lambton Golf & Country Club,0.9491250196128648
Lambton Golf & Country Club,Lambton Golf & Country Club Ltd.,0.9491250196128648
Lake Country Co-operative Ltd.,Lake Country Co-operative,0.95292629051665
Lake Country Co-operative Ltd,Lake Country Co-operative,0.95292629051665
Lake Country Co-operative,Lake Country Co-operative Ltd,0.95292629051665
Lake Country Co-operative,Lake Country Co-operative Ltd.,0.95292629051665
Lafarge Canada Inc,Lafarge Canada,0.9558410330579066
Lafarge Canada,Lafarge Canada Inc,0.9558410330579066
Labatt Breweries of Canada,Labatt Breweries Canada,0.9204733519881081
Labatt Breweries Canada,labatt breweries of canada,0.9204733519881081
Labatt Breweries Canada,Labatt Breweries of Canada,0.9204733519881081
La Tablée des Chefs,Tablée des Chefs,0.9179065705576567
KUMARAN SYSTEMS INC,Kumaran Systems,0.9672856978441232
Kumaran Systems,KUMARAN SYSTEMS INC,0.9672856978441232
KUBIK INC.,Kubik,0.9195354831080684
Kubik,KUBIK INC.,0.9195354831080684
KTEK RESOURCING LLC,Ktek Resourcing,0.9036125557224857
Ktek Resourcing,KTEK RESOURCING LLC,0.9036125557224857
Kruger Inc.,Kruger,0.9274053251022589
Kruger,Kruger Inc.,0.9274053251022589
Kron Technologies Inc.,Kron Technologies,0.9622379292386669
Kron Technologies,Kron Technologies Inc.,0.9622379292386669
"Krech Ojard & Associates, Ltd.",Krech Ojard & Associates,0.9701895620667524
Krech Ojard & Associates,"Krech Ojard & Associates, Ltd.",0.9701895620667524
Kraun Electric,kraun electric inc ,0.9493906685837425
Kraft Heinz Company,the kraft heinz company,0.937772291380079
KPI Staffing Inc.,kpi staffing,0.9537864594043234
Kotn Inc.,Kotn,0.9327300982100191
Kotn,Kotn Inc.,0.9327300982100191
Kognitiv Inc,Kognitiv,0.9021943028369017
Kognitiv,Kognitiv Inc,0.9021943028369017
Kintetsu World Express,kintetsu world express canada inc ,0.9280704336257881
KINTETSU WORLD EXPRESS,kintetsu world express canada inc ,0.9280704336257881
Kinova Inc.,Kinova,0.9140672980418257
Kinova,Kinova Inc.,0.9140672980418257
Kings Regional Rehabilitation Centre,Kings Regional Rehabiliation Centre,0.9235523915627204
Kings Regional Rehabiliation Centre,Kings Regional Rehabilitation Centre,0.9235523915627204
KingFisher Boats Inc,KingFisher Boats,0.9762490572320683
KingFisher Boats,KingFisher Boats Inc,0.9762490572320683
Kindred Construction Ltd.,Kindred Construction,0.9321260888669952
Kindred Construction,Kindred Construction Ltd.,0.9321260888669952
Kidcentral Supply Inc.,Kidcentral Supply,0.9626450463816665
Kidcentral Supply,Kidcentral Supply Inc.,0.9626450463816665
KGS Technology Group Inc,KGS Technology Group,0.9551176495130749
KGS Technology Group,KGS Technology Group Inc,0.9551176495130749
KGK Science,kgk science inc ,0.9587667850228894
Keurig Dr Pepper,keurig dr pepper inc ,0.9655882325490669
Kemflo Canada Inc.,Kemflo Canada,0.9613277059688435
Kemflo Canada,Kemflo Canada Inc.,0.9613277059688435
Kelowna Flightcraft,kelowna flightcraft ltd ,0.9625291505726712
Kellett Communications Inc.,Kellett Communications,0.9702273162455785
Kellett Communications,Kellett Communications Inc.,0.9702273162455785
Kaycan Ltd,kaycan,0.9001627101644887
Kaycan Ltd,Kaycan,0.9001627101644887
Kaycan,Kaycan Ltd,0.9001627101644887
Kawartha Credit Union Ltd,kawartha credit union,0.9513587542367318
Kawartha Credit Union Ltd,Kawartha Credit Union,0.9513587542367318
Kawartha Credit Union,Kawartha Credit Union Ltd,0.9513587542367318
kastech software solutions Group,kastech software solutions,0.9255348398228325
kastech software solutions,kastech software solutions Group,0.9255348398228325
KAS Staffing,kas staffing ltd,0.9178044716744589
Kahnawake Shakotiia’takehnas Community Services...,Kahnawake Shakotiia'takehnhas Community Services -...,0.9215624759818801
Kahnawake Shakotiia'takehnhas Community Services -...,Kahnawake Shakotiia’takehnas Community Services...,0.9215624759818801
K-Bro Linen Systems,k bro linen systems inc,0.9743029956082349
Jolera Inc.,Jolera,0.9219931161844771
Jolera,jolera inc ,0.9219931161844771
Jolera,Jolera Inc.,0.9219931161844771
John Howard Society PEI,John Howard Society of PEI,0.9155502562549559
John Howard Society Ontario,john howard society of ontario,0.9567618775537505
John Howard Society of PEI,John Howard Society PEI,0.9155502562549559
JNE Consulting Ltd.,JNE Consulting,0.9187566446549468
JNE Consulting,JNE Consulting Ltd.,0.9187566446549468
JFK Systems Inc.,jfk systems,0.9679731789502394
J&L Beef Ltd,J&L Beef,0.9192850998336091
J&L Beef,J&L Beef Ltd,0.9192850998336091
iVedha Inc.,iVedha,0.9515396231272754
iVedha Inc,iVedha,0.9515396231272754
iVedha,iVedha Inc,0.9515396231272754
iVedha,iVedha Inc.,0.9515396231272754
ITExpertUS Inc.,Itexpertus,0.9658690603043586
ITExpertUS Inc.,ITExpertUS,0.9658690603043586
ITExpertUS Inc.,itexpertus,0.9658690603043586
itexpertus,ITExpertUS Inc.,0.9658690603043586
ITExpertUS,ITExpertUS Inc.,0.9658690603043586
Itexpertus,ITExpertUS Inc.,0.9658690603043586
Italia Salami CO LTD.,italia salami co,0.9372002100719815
IT Unlock Consulting Inc.,IT Unlock Consulting,0.9623465432009528
IT Unlock Consulting Inc.,IT unlock consulting,0.9623465432009528
IT UNLOCK CONSULTING INC.,IT Unlock Consulting,0.9623465432009528
IT UNLOCK CONSULTING INC.,IT unlock consulting,0.9623465432009528
IT unlock consulting,IT UNLOCK CONSULTING INC.,0.9623465432009528
IT unlock consulting,IT Unlock Consulting Inc.,0.9623465432009528
IT Unlock Consulting,IT UNLOCK CONSULTING INC.,0.9623465432009528
IT Unlock Consulting,IT Unlock Consulting Inc.,0.9623465432009528
IT Solutions Inc,IT solutions,0.9350564827672243
IT solutions,IT Solutions Inc,0.9350564827672243
ISC Applied Systems Corp,ISC Applied Systems,0.9385461626381483
ISC Applied Systems,ISC Applied Systems Corp,0.9385461626381483
IS2 Workforce Solutions,IS2 Workforce,0.9021312077745814
IS2 Workforce,IS2 Workforce Solutions,0.9021312077745814
IQ Hunt Ltd,IQ Hunt,0.9162567603042377
IQ Hunt,IQ Hunt Ltd,0.9162567603042377
Inviro Engineered Systems LTD,Inviro Engineered Systems,0.9601997335281947
Inviro Engineered Systems,Inviro Engineered Systems LTD,0.9601997335281947
Intertape Polymer Group Inc. (IPG),Intertape Polymer Group (IPG),0.9697372171000636
Intertape Polymer Group (IPG),Intertape Polymer Group Inc. (IPG),0.9697372171000636
InterKnowlogy Inc.,InterKnowlogy,0.9594896787473725
InterKnowlogy,InterKnowlogy Inc.,0.9594896787473725
Intelliware Development Inc.,Intelliware Development,0.9650787763583619
Intelliware Development,Intelliware Development Inc.,0.9650787763583619
Intellipro Group Inc.,Intellipro Group,0.9472520902572071
Intellipro Group Inc,Intellipro Group,0.9472520902572071
Intellipro Group,Intellipro Group Inc,0.9472520902572071
Intellipro Group,Intellipro Group Inc.,0.9472520902572071
Integral Group Inc.,Integral Group,0.9278386801341575
Integral Group,Integral Group Inc.,0.9278386801341575
Integracare Inc.,Integracare,0.9391941037199423
Integracare,Integracare Inc.,0.9391941037199423
Intact Public Entities Inc.,Intact Public Entities,0.9757532172632396
Intact Public Entities,Intact Public Entities Inc.,0.9757532172632396
Institut Trebas Institute,TREBAS INSTITUTE,0.9116549366272071
Institut de Cardiologie de Montréal (ICM),Institut de Cardiologie de Montréal,0.9013345556816812
Institut de Cardiologie de Montréal,Institut de Cardiologie de Montréal (ICM),0.9013345556816812
Inspiration Learning Centre,Inspiration Learning Center,0.9235480084602934
Inspiration Learning Center,Inspiration Learning Centre,0.9235480084602934
Insignia College Ltd.,Insignia College,0.9322933403775129
Insignia College,Insignia College Ltd.,0.9322933403775129
"Insight Enterprises, Inc.",Insight Enterprises,0.9712692748240626
Insight Enterprises,"Insight Enterprises, Inc.",0.9712692748240626
Innovative Automation Inc.,Innovative Automation,0.9597752602561176
Innovative Automation,Innovative Automation Inc.,0.9597752602561176
Inland Glass & Aluminum Ltd,Inland Glass & Aluminum,0.9509643336869169
Inland Glass & Aluminum,Inland Glass & Aluminum Ltd,0.9509643336869169
INK Entertainment,ink entertainment group,0.9071257768528518
Ingram Micro Inc.,Ingram Micro,0.9474409227050368
Ingram Micro,Ingram Micro Inc.,0.9474409227050368
Infotek Consulting Services Inc,Infotek Consulting Services,0.9745323878216472
Infotek Consulting Services,Infotek Consulting Services Inc,0.9745323878216472
Infogen Labs Inc.,Infogen Labs,0.9654997345077223
Infogen Labs,Infogen Labs Inc.,0.9654997345077223
"Infinity Consulting Solutions, Inc.",Infinity Consulting Solutions,0.9731772671738472
Infinity Consulting Solutions,"Infinity Consulting Solutions, Inc.",0.9731772671738472
Industrial Pixel Visual Effects Pty Ltd,Industrial Pixel Visual Effects,0.9015802116408034
Industrial Pixel Visual Effects,Industrial Pixel Visual Effects Pty Ltd,0.9015802116408034
Incepta Solutions Inc.,Incepta Solutions,0.9631824115909495
Incepta Solutions,Incepta Solutions Inc.,0.9631824115909495
In-House Solutions Inc.,IN-HOUSE SOLUTIONS,0.9605811124718328
IN-HOUSE SOLUTIONS,In-House Solutions Inc.,0.9605811124718328
IMCD Canada Ltd,IMCD Canada,0.9184824383847192
IMCD Canada,IMCD Canada Ltd,0.9184824383847192
Ikomed Technologies Inc,IKOMED Technologies,0.9727207782090883
IKOMED Technologies,Ikomed Technologies Inc,0.9727207782090883
IE REALTY INC,ie Realty,0.9368878906294645
ie Realty,IE REALTY INC,0.9368878906294645
Ideal Office Solutions Ltd,Ideal Office Solutions,0.948819872855613
Ideal Office Solutions,Ideal Office Solutions Ltd,0.948819872855613
Iconic Elements Inc.,Iconic Elements,0.967348181813032
Iconic Elements,Iconic Elements Inc.,0.967348181813032
Iceberg Finance inc.,ICEBERG FINANCE,0.9644614743169379
ICEBERG FINANCE,Iceberg Finance inc.,0.9644614743169379
ICBA Benefits Services Ltd.,ICBA Benefit Services Ltd.,0.9147054986708762
ICBA Benefit Services Ltd.,ICBA Benefits Services Ltd.,0.9147054986708762
Ian Martin Group,The Ian Martin Group,0.9206818401210504
iA Groupe financier / iA Financial Group,iA Financial Group / iA Groupe financier,0.9537496901064662
iA Financial Group / iA Groupe financier,iA Groupe financier / iA Financial Group,0.9537496901064662
Hypercharge Networks Corp.,Hypercharge Networks,0.941638612868315
Hypercharge Networks,Hypercharge Networks Corp.,0.941638612868315
HyLife Ltd,HyLife,0.9081922306032508
HyLife,HyLife Ltd,0.9081922306032508
Hydro,hydro inc ,0.9003352917865218
Husky Injection Molding Systems Ltd,husky injection molding systems,0.9721663889952962
Hunter Express Ltd,hunter express,0.9383655101691281
Hummingbird Drones Inc.,Hummingbird Drones,0.9785945113116368
Hummingbird Drones,Hummingbird Drones Inc.,0.9785945113116368
Humberview Group,the humberview group,0.9181777819841239
Huestis Insurance Group,The Huestis Insurance Group,0.9311429935941565
Hudbay Minerals,hudbay minerals inc ,0.9730452165069763
HTS Engineering Ltd.,HTS Engineering,0.9299747320818327
HTS Engineering,HTS Engineering Ltd.,0.9299747320818327
HR Project Partners,hr project partners inc ,0.973340169777789
Homestead - The Alice M. Walter House,The Homestead Alice M. Walter House,0.9490506493927029
Home and Community Care Support Services South...,Home and Community Care Support Services,0.9139906907151669
Home and Community Care Support Services North...,Home and Community Care Support Services,0.9205778393382668
Home and Community Care Support Services Central...,home and community care support services central east,0.9258909243898177
Home and Community Care Support Services Central...,Home and Community Care Support Services,0.9213540601678237
Home and Community Care Support Services,Home and Community Care Support Services Central...,0.9213540601678237
Home and Community Care Support Services,Home and Community Care Support Services North...,0.9205778393382668
Home and Community Care Support Services,Home and Community Care Support Services South...,0.9139906907151669
HOLY CITY VR INC.,Holy City VR,0.9482772876600677
Holy City VR,HOLY CITY VR INC.,0.9482772876600677
Hitachi Solutions Ltd,Hitachi Solutions,0.9410204595211321
Hitachi Solutions,Hitachi Solutions Ltd,0.9410204595211321
Hexagon Purus Systems Canada,Hexagon Purus Canada Systems,0.9665648424482594
Hexagon Purus Systems Canada,Hexagon Purus Systems,0.940862332709174
Hexagon Purus Systems,Hexagon Purus Systems Canada,0.940862332709174
Hexagon Purus Systems,Hexagon Purus Canada Systems,0.9056368699040599
Hexagon Purus Canada Systems,Hexagon Purus Systems Canada,0.9665648424482594
Hexagon Purus Canada Systems,Hexagon Purus Systems,0.9056368699040599
Héroux-Devtek Inc.,Héroux Devtek,0.9583113661048666
Héroux Devtek,Héroux-Devtek Inc.,0.9583113661048666
Heritage Skills Development Center,heritage skills development,0.9333510132136986
HelpWear Inc.,HELPWEAR,0.9433919569727182
HELPWEAR,HelpWear Inc.,0.9433919569727182
"Hellmann Worldwide Logistics, Inc.",Hellmann Worldwide Logis,0.9121424716258923
Hellmann Worldwide Logis,"Hellmann Worldwide Logistics, Inc.",0.9121424716258923
HealthPartners Canada,HealthPartners,0.9034480779797297
HealthPartners,HealthPartners Canada,0.9034480779797297
Healthcare of Ontario Pension Plan (HOOPP),hoopp (healthcare of ontario pension plan),0.9576108477024545
Hazelview Properties Services Inc.,Hazelview Properties,0.9017022326013288
Hazelview Properties,Hazelview Properties Services Inc.,0.9017022326013288
Hazelview Investments Inc.,Hazelview Investments,0.9809287456044984
Hazelview Investments,Hazelview Investments Inc.,0.9809287456044984
Haywood Securities Inc.,Haywood Securities,0.9754638409912991
Haywood Securities,Haywood Securities Inc.,0.9754638409912991
Haycor Computer Solutions Inc.,Haycor Computer Solutions,0.9762177082050336
Haycor Computer Solutions,Haycor Computer Solutions Inc.,0.9762177082050336
Harmontronics Automation Canada,Harmontronics Automation,0.9250684483632304
Harmontronics Automation,Harmontronics Automation Canada,0.9250684483632304
Harmonic Inc.,harmonic,0.900905743594496
harmonic,Harmonic Inc.,0.900905743594496
Hardline Engineering Ltd.,Hardline Engineering,0.9458573145295217
Hardline Engineering,Hardline Engineering Ltd.,0.9458573145295217
Hansen Signs Ltd.,Hansen Signs,0.9330921822607808
Hansen Signs,Hansen Signs Ltd.,0.9330921822607808
Hand & Stone Massage and Facial Spa - Toronto,hand and stone massage and facial spa,0.9075044749985292
Hand & Stone Massage and Facial Spa - Toronto,Hand & Stone Massage and Facial Spa,0.9075044749985292
Hand & Stone Massage and Facial Spa,Hand & Stone Massage and Facial Spa - Toronto,0.9075044749985292
Halifax Regional Municipality (HRM),Halifax Regional Municipality,0.9112968169539898
Halifax Regional Municipality,Halifax Regional Municipality (HRM),0.9112968169539898
Hakili community sustainable development,Hakili Community for Sustainable Development,0.9384166379147445
Hakili Community for Sustainable Development,Hakili community sustainable development,0.9384166379147445
Haakon Industries,haakon industries ltd ,0.9533142358993639
H360 Ressources Inc,H360 Ressources,0.9746200337436765
H360 Ressources,H360 Ressources Inc,0.9746200337436765
Guildford Town Centre Dental,Guildford Town Centre,0.9262760692023434
Guildford Town Centre,Guildford Town Centre Dental,0.9262760692023434
"Guidewire Software, Inc.",guidewire software,0.9703822534890489
Guelph Rehab Centre Inc.,Guelph Rehab Centre,0.9697958923529556
Guelph Rehab Centre,Guelph Rehab Centre Inc.,0.9697958923529556
"Guelph Manufacturing Group, Inc.",Guelph Manufacturing Group,0.969485469999891
Guelph Manufacturing Group Inc.,Guelph Manufacturing Group,0.969485469999891
Guelph Manufacturing Group,Guelph Manufacturing Group Inc.,0.969485469999891
Guelph Manufacturing Group,"Guelph Manufacturing Group, Inc.",0.969485469999891
Growth Street Capital Corp,Growth Street Capital,0.9277267084884135
Growth Street Capital,Growth Street Capital Corp,0.9277267084884135
Groupe Adonis,groupe adonis inc ,0.9608709579262169
Ground Effects Ltd.,Ground Effects,0.9396825394271593
Ground Effects LTD,Ground Effects,0.9396825394271593
Ground Effects,ground effects ltd ,0.9396825394271593
Ground Effects,Ground Effects LTD,0.9396825394271593
Ground Effects,Ground Effects Ltd.,0.9396825394271593
Greystone Energy Systems Inc.,Greystone Energy Systems,0.9776349401482498
Greystone Energy Systems,Greystone Energy Systems Inc.,0.9776349401482498
Gregg Distributors LP,Gregg Distributors,0.9215057364964168
Gregg Distributors,Gregg Distributors LP,0.9215057364964168
"GreenTech Resources Limited, Canada",GreenTech Resources Limited,0.9259887088184304
GreenTech Resources Limited,"GreenTech Resources Limited, Canada",0.9259887088184304
Greenfoot Energy Solutions Inc.,Greenfoot Energy Solutions,0.9774399859280665
Greenfoot Energy Solutions,Greenfoot Energy Solutions Inc.,0.9774399859280665
Greenfield Global Inc.,greenfield global,0.9627132851003855
Greenfield Global Inc.,Greenfield Global,0.9627132851003855
Greenfield Global,Greenfield Global Inc.,0.9627132851003855
Greater Vancouver International Film Festival...,The Greater Vancouver International Film Festival...,0.9687980642614051
Great Connections Employment Services Inc.,great connections employment services,0.9821441087949381
"Grammarly, Inc.",Grammarly,0.9403232482235032
Grammarly,"Grammarly, Inc.",0.9403232482235032
GoRight Fleet Solutions Inc.,goright fleet solutions,0.9757672381505428
Gordon Food Service Canada,gordon food service,0.9142610904852984
Gordon Food Service Canada,Gordon Food Service,0.9142610904852984
Gordon Food Service,Gordon Food Service Canada,0.9142610904852984
Goldrich Printpak,goldrich printpak inc,0.9597458247702977
goeasy Ltd.,goeasy,0.9183555414711483
goeasy,goeasy Ltd.,0.9183555414711483
GO CONCEPT INC,Go Concept,0.9417947120220935
Go Concept,GO CONCEPT INC,0.9417947120220935
Global Spatial Technology Solutions Inc.,Global Spatial Technology Solutions,0.9800309059602994
Global Spatial Technology Solutions,Global Spatial Technology Solutions Inc.,0.9800309059602994
Global Resource Design Inc,Global Resource Design,0.964949313870227
Global Resource Design Corp,Global Resource Design,0.9297605480000959
Global Resource Design,Global Resource Design Inc,0.964949313870227
Global Resource Design,Global Resource Design Corp,0.9297605480000959
Global Payments Canada,Global Payments,0.9012664808542259
Global Payments,Global Payments Canada,0.9012664808542259
GLENTEL,glentel inc ,0.9065382663750875
GFL Environmental Inc.,GFL Environmental,0.9659809095792814
GFL Environmental,gfl environmental inc ,0.9659809095792814
GFL Environmental,GFL Environmental Inc.,0.9659809095792814
"Geosyntec Consultants, Inc.",Geosyntec Consultants,0.9766459223499101
Geosyntec Consultants,"Geosyntec Consultants, Inc.",0.9766459223499101
Gatestone & Co. Inc,gatestone and co ,0.9347616049364952
Gateman Milloy,gateman milloy inc ,0.9524285368067595
Garibaldi Glass Inc.,Garibaldi Glass,0.9733036687936343
Garibaldi Glass,Garibaldi Glass Inc.,0.9733036687936343
Garaventa Lift Canada,Garaventa Lift,0.901782199601409
Garaventa Lift,Garaventa Lift Canada,0.901782199601409
GaN Systems Inc.,GaN Systems,0.9504833833040534
GaN Systems,GaN Systems Inc.,0.9504833833040534
Gallagher Benefits Services (Canada) Group Inc,Gallagher Benefit Services (Canada) Group Inc.,0.9378304766330321
Gallagher Benefit Services (Canada) Group Inc.,Gallagher Benefits Services (Canada) Group Inc,0.9378304766330321
Fuze HR Solutions Inc,fuze hr solutions,0.9710699155176618
Fuze HR Solutions Inc,Fuze HR Solutions,0.9710699155176618
Fuze HR Solutions,Fuze HR Solutions Inc,0.9710699155176618
Future Electronics Corp.,Future Electronics,0.9248665025376329
Future Electronics,Future Electronics Corp.,0.9248665025376329
Fundy Textile & Design Ltd,Fundy Textile & Design,0.9608821672932373
Fundy Textile & Design,Fundy Textile & Design Ltd,0.9608821672932373
FundThrough Inc.,FundThrough,0.9521713097367902
FundThrough,FundThrough Inc.,0.9521713097367902
FULLY MANAGED INC,fully managed,0.9473436630253267
Fuel Transport Inc.,Fuel Transport,0.9509816853511399
Fuel Transport,Fuel Transport Inc.,0.9509816853511399
FreshWorks Studio Inc.,freshworks studio,0.9581978040504433
Fresh City Farms Inc,Fresh City Farms,0.9690398095105448
Fresh City Farms,Fresh City Farms Inc,0.9690398095105448
Freightcom Inc.,freightcom,0.9344514397670478
Freightcom Inc.,Freightcom,0.9344514397670478
Freightcom,Freightcom Inc.,0.9344514397670478
Free Play for Kids Inc.,Free Play for Kids,0.9742476286803865
Free Play for Kids,Free Play for Kids Inc.,0.9742476286803865
Franklin Templeton Investments Corp.,Franklin Templeton Investments,0.9564970871420081
Franklin Templeton Investments,Franklin Templeton Investments Corp.,0.9564970871420081
FPS Food Process Solutions Corporation,FPS FOOD PROCESS SOLUTIONS CORP.,0.918261208993436
FPS FOOD PROCESS SOLUTIONS CORP.,FPS Food Process Solutions,0.941279098322529
FPS FOOD PROCESS SOLUTIONS CORP.,FPS Food Process Solutions Corporation,0.918261208993436
FPS Food Process Solutions,FPS FOOD PROCESS SOLUTIONS CORP.,0.941279098322529
FPH Group,fph group inc ,0.9327841689305585
"FOX Factory, Inc.",Fox Factory,0.9471535209479951
Fox Factory Inc.,Fox Factory,0.9471535209479951
Fox Factory,Fox Factory Inc.,0.9471535209479951
Fox Factory,"FOX Factory, Inc.",0.9471535209479951
Foss National Leasing Ltd.,Foss National Leasing,0.9449085203149963
Foss National Leasing,Foss National Leasing Ltd.,0.9449085203149963
FortisAlberta Inc,FortisAlberta,0.9559931155889286
FortisAlberta,FortisAlberta Inc,0.9559931155889286
"Foresters Financial Services, Inc.",foresters financial services,0.9729208949425159
Flanagan Foodservice,flanagan foodservice inc ,0.9668253376884438
Field Aviation Inc,Field Aviation,0.9509670606828594
Field Aviation,Field Aviation Inc,0.9509670606828594
FGL Sports Ltd.,FGL Sports,0.9399185223297262
FGL Sports,FGL Sports Ltd.,0.9399185223297262
Fastenal Canada LTD,fastenal canada,0.9075872240507569
Fastenal Canada LTD,Fastenal Canada,0.9075872240507569
Fastenal Canada,Fastenal Canada LTD,0.9075872240507569
Farm Boy Inc.,Farm Boy,0.9369728965682995
Farm Boy,Farm Boy Inc.,0.9369728965682995
Fareportal Inc.,Fareportal,0.9297190664330728
Fareportal,Fareportal Inc.,0.9297190664330728
Familiprix inc.,familiprix,0.9284197470387678
familiprix,Familiprix inc.,0.9284197470387678
Falcon Placement services,Falcon placement service,0.9693539431017253
Falcon placement service,Falcon Placement services,0.9693539431017253
Fairweather Ltd.,Fairweather,0.9164828634495724
Fairweather,Fairweather Ltd.,0.9164828634495724
Express Container Management,express container management inc ,0.966077162459024
EXO Insights Corp,EXO Insights,0.9104821454704429
EXO Insights,EXO Insights Corp,0.9104821454704429
Exclusive Networks Canada Inc.,Exclusive Networks,0.9115827507233218
Exclusive Networks,Exclusive Networks Canada Inc.,0.9115827507233218
"Excelgens, Inc",Excelgens,0.9629494940951384
Excelgens,"Excelgens, Inc",0.9629494940951384
Exadel Inc,Exadel,0.9325895579882307
Exadel,Exadel Inc,0.9325895579882307
Evilnut Creative Technology Ltd.,evilnut creative technology,0.9626128458494239
Eventscape Inc.,eventscape,0.9499261135610789
EuroLine Windows,euroline windows inc ,0.9738019813169464
ETG Commodities Ltd.,ETG Commodities Inc.,0.9279911991134753
ETG Commodities Inc.,ETG Commodities Ltd.,0.9279911991134753
ESC Corporate Services Ltd.,esc corporate services,0.9474216975231337
Equiton Partners Inc.,Equiton Partners,0.9655874206554566
Equiton Partners,Equiton Partners Inc.,0.9655874206554566
Epsilon Solutions LTD.,Epsilon Solutions,0.9474160799962791
Epsilon Solutions,Epsilon Solutions LTD.,0.9474160799962791
Epsilon Industries Inc.,Epsilon Industries,0.9736777646092796
