companyName,industryCode,industry
university of alberta,68.0,higher education
University of British Columbia,68.0,higher education
university of guelph,68.0,higher education
university of manitoba,68.0,higher education
university of new brunswick,68.0,higher education
ontario institute for studies in education of the university of toronto,68.0,higher education
university of saskatchewan,68.0,higher education
jack welch management institute,68.0,higher education
wesley college delaware,68.0,higher education
western university,68.0,higher education
york university,68.0,higher education
city of kingston ny,72.0,legislative office
house of commons of canada chambre des communes du canada,72.0,legislative office
parliament of canada,72.0,legislative office
awin global,80.0,marketing / advertising
accenture,80.0,marketing / advertising
AcuityAds,80.0,marketing / advertising
advantage solutions: sales marketing technology,80.0,marketing / advertising
advisor websites,80.0,marketing / advertising
akran marketing,80.0,marketing / advertising
altice usa,80.0,marketing / advertising
amazon,80.0,marketing / advertising
apex canada,80.0,marketing / advertising
"Archway Marketing Services, Inc.",80.0,marketing / advertising
array marketing,80.0,marketing / advertising
bam strategy,80.0,marketing / advertising
blaze marketing solutions ltd,80.0,marketing / advertising
brand momentum,80.0,marketing / advertising
brandlume inc,80.0,marketing / advertising
linkedin,80.0,marketing / advertising
cdk global,80.0,marketing / advertising
campaign support,80.0,marketing / advertising
cimpress,80.0,marketing / advertising
cineplex,80.0,marketing / advertising
cognizant,80.0,marketing / advertising
critical mass,80.0,marketing / advertising
dac,80.0,marketing / advertising
dcm,80.0,marketing / advertising
ddb,80.0,marketing / advertising
deluxe,80.0,marketing / advertising
debco,80.0,marketing / advertising
deloitte,80.0,marketing / advertising
dentsu aegis network usa,80.0,marketing / advertising
eBay Inc.,80.0,marketing / advertising
encore market engagement,80.0,marketing / advertising
equifax,80.0,marketing / advertising
eyereturn marketing,80.0,marketing / advertising
fervent events inc ,80.0,marketing / advertising
fleet complete,80.0,marketing / advertising
gale,80.0,marketing / advertising
gameloft,80.0,marketing / advertising
gartner,80.0,marketing / advertising
google,80.0,marketing / advertising
groupm,80.0,marketing / advertising
homestars,80.0,marketing / advertising
hootsuite,80.0,marketing / advertising
roma inteligã©ncia em marketing,80.0,marketing / advertising
jumpfactor marketing,80.0,marketing / advertising
kaboom fireworks,80.0,marketing / advertising
kenilworth media inc ; a subsidiary of forum media group gmbh,80.0,marketing / advertising
metaforce,80.0,marketing / advertising
klick,80.0,marketing / advertising
ksg,80.0,marketing / advertising
mpwr (formerly kognitive marketing),80.0,marketing / advertising
kpu marketing association,80.0,marketing / advertising
leggett and platt,80.0,marketing / advertising
loyaltyone,80.0,marketing / advertising
lumency inc ,80.0,marketing / advertising
mars discovery district,80.0,marketing / advertising
match marketing group,80.0,marketing / advertising
maxtv,80.0,marketing / advertising
mediacom canada,80.0,marketing / advertising
microsoft,80.0,marketing / advertising
mindshare,80.0,marketing / advertising
mosaic north america,80.0,marketing / advertising
neo media world,80.0,marketing / advertising
news america marketing,80.0,marketing / advertising
nielsen,80.0,marketing / advertising
oracle,80.0,marketing / advertising
outside the box creative consulting,80.0,marketing / advertising
yellow pages / pages jaunes â€šã„ã¬ canada,80.0,marketing / advertising
postmedia network inc ,80.0,marketing / advertising
prime marketing experts,80.0,marketing / advertising
pt sms indonesia healthcare solutions,80.0,marketing / advertising
publicis sapient,80.0,marketing / advertising
liveramp,80.0,marketing / advertising
reebee,80.0,marketing / advertising
rogers communications,80.0,marketing / advertising
ryan design international,80.0,marketing / advertising
sales spider media,80.0,marketing / advertising
search engine people inc ,80.0,marketing / advertising
diadeis sgsco,80.0,marketing / advertising
shiseido,80.0,marketing / advertising
sid lee,80.0,marketing / advertising
sienna senior living repositioning campaign by bob's your uncle (byu agency),80.0,marketing / advertising
Sirius Computer Solutions,80.0,marketing / advertising
spectacle,80.0,marketing / advertising
st joseph communications,80.0,marketing / advertising
technicolor,80.0,marketing / advertising
the bradford hammacher group,80.0,marketing / advertising
token creative services,80.0,marketing / advertising
tc transcontinental,80.0,marketing / advertising
tyger shark,80.0,marketing / advertising
wildbrain,80.0,marketing / advertising
willis towers watson,80.0,marketing / advertising
wunderman,80.0,marketing / advertising
your listing expert,80.0,marketing / advertising
ESC Corporate Services Ltd.,84.0,information services
showcase,84.0,information services
Assurance Home Care canada,88.0,individual / family services
autism ontario,88.0,individual / family services
bartimaeus inc ,88.0,individual / family services
beverly tire and auto,88.0,individual / family services
brightpath early learning and child care,88.0,individual / family services
child development institute,88.0,individual / family services
Canadian Linen and Uniform Service Corp,88.0,individual / family services
circle of care sinai health system,88.0,individual / family services
community living mississauga,88.0,individual / family services
community living toronto,88.0,individual / family services
curio hair + body,88.0,individual / family services
deafblind ontario services,88.0,individual / family services
empower simcoe,88.0,individual / family services
habitat for humanity ontario gateway north,88.0,individual / family services
hopper buick gmc,88.0,individual / family services
kw habilitation,88.0,individual / family services
kenora association for community living,88.0,individual / family services
links2care,88.0,individual / family services
Lullaboo Nursery and Childcare Center Inc,88.0,individual / family services
milton community resource centre,88.0,individual / family services
natural solutions salon and spa,88.0,individual / family services
pioneer youth services,88.0,individual / family services
recreational respite,88.0,individual / family services
a second chance inc ,88.0,individual / family services
shell gas station,88.0,individual / family services
south london neighbourhood resource centre,88.0,individual / family services
spark lifecare,88.0,individual / family services
spaxs nail bar,88.0,individual / family services
trenton military family resource centre (mfrc),88.0,individual / family services
wjs canada,88.0,individual / family services
youth services bureau of ottawa,88.0,individual / family services
407 etr,92.0,transportation/trucking/railroad
abf freight,92.0,transportation/trucking/railroad
adli logistics,92.0,transportation/trucking/railroad
amj campbell,92.0,transportation/trucking/railroad
ayr motor express inc ,92.0,transportation/trucking/railroad
airtime express,92.0,transportation/trucking/railroad
apex motor express,92.0,transportation/trucking/railroad
armour transportation systems,92.0,transportation/trucking/railroad
atripco delivery service,92.0,transportation/trucking/railroad
attridge transportation,92.0,transportation/trucking/railroad
Bison Transport,92.0,transportation/trucking/railroad
blackberry,92.0,transportation/trucking/railroad
c a t global inc ,92.0,transportation/trucking/railroad
csa transportation,92.0,transportation/trucking/railroad
canada cartage,92.0,transportation/trucking/railroad
canadian pacific railway,92.0,transportation/trucking/railroad
cando rail and terminals,92.0,transportation/trucking/railroad
carmel transport international ltd ,92.0,transportation/trucking/railroad
carmen transportation,92.0,transportation/trucking/railroad
carrier centers,92.0,transportation/trucking/railroad
central transport,92.0,transportation/trucking/railroad
charger logistics inc ,92.0,transportation/trucking/railroad
contrans group inc ,92.0,transportation/trucking/railroad
copart,92.0,transportation/trucking/railroad
dil's trucking inc ,92.0,transportation/trucking/railroad
king ready mix,92.0,transportation/trucking/railroad
eagle freight system,92.0,transportation/trucking/railroad
eassons transport ltd ,92.0,transportation/trucking/railroad
the erb group of companies,92.0,transportation/trucking/railroad
fastfrate,92.0,transportation/trucking/railroad
trojan transport inc (fedex ground contractor),92.0,transportation/trucking/railroad
first student,92.0,transportation/trucking/railroad
fleetoptics inc,92.0,transportation/trucking/railroad
fortigo freight services inc,92.0,transportation/trucking/railroad
frigid rentals inc ,92.0,transportation/trucking/railroad
GFL Environmental Inc.,92.0,transportation/trucking/railroad
gigg express inc ,92.0,transportation/trucking/railroad
gn transport ltd,92.0,transportation/trucking/railroad
gorilla transport inc,92.0,transportation/trucking/railroad
gardewine,92.0,transportation/trucking/railroad
GoRight Fleet Solutions Inc.,92.0,transportation/trucking/railroad
the goodyear tire and rubber company,92.0,transportation/trucking/railroad
ac final mile,92.0,transportation/trucking/railroad
hallcon corporation,92.0,transportation/trucking/railroad
polaris transport,92.0,transportation/trucking/railroad
highlight motor group,92.0,transportation/trucking/railroad
Hunter Express Ltd,92.0,transportation/trucking/railroad
jbt transport,92.0,transportation/trucking/railroad
transnet freight rail,92.0,transportation/trucking/railroad
KAS Staffing,92.0,transportation/trucking/railroad
kjs transport,92.0,transportation/trucking/railroad
kooner transport group ktg,92.0,transportation/trucking/railroad
kunkel bus lines ltd,92.0,transportation/trucking/railroad
larsen and toubro,92.0,transportation/trucking/railroad
the logistics alliance inc ,92.0,transportation/trucking/railroad
lynden incorporated,92.0,transportation/trucking/railroad
mv transportation division,92.0,transportation/trucking/railroad
Manitoulin Transport Inc.,92.0,transportation/trucking/railroad
maxim truck and trailer,92.0,transportation/trucking/railroad
metrolinx,92.0,transportation/trucking/railroad
michelin,92.0,transportation/trucking/railroad
mid ontario truck centre,92.0,transportation/trucking/railroad
ministry of transport,92.0,transportation/trucking/railroad
national shunt service,92.0,transportation/trucking/railroad
national express ltd,92.0,transportation/trucking/railroad
ontario northland,92.0,transportation/trucking/railroad
Parts for Trucks,92.0,transportation/trucking/railroad
premier truck group,92.0,transportation/trucking/railroad
pride group logistics,92.0,transportation/trucking/railroad
primemax energy inc,92.0,transportation/trucking/railroad
procor limited,92.0,transportation/trucking/railroad
quarterback transportation toronto and cincinnati,92.0,transportation/trucking/railroad
rig logistics inc,92.0,transportation/trucking/railroad
round the lakes motor express inc ,92.0,transportation/trucking/railroad
Scotlynn Commodities,92.0,transportation/trucking/railroad
shift transit,92.0,transportation/trucking/railroad
skelton truck lines,92.0,transportation/trucking/railroad
slingshot transportation inc,92.0,transportation/trucking/railroad
spring creek carriers,92.0,transportation/trucking/railroad
stargate manufacturing ltd ,92.0,transportation/trucking/railroad
stock transportation,92.0,transportation/trucking/railroad
switzer carty transportation,92.0,transportation/trucking/railroad
systra,92.0,transportation/trucking/railroad
tandet,92.0,transportation/trucking/railroad
tforce logistics,92.0,transportation/trucking/railroad
york region (the regional municipality of york),92.0,transportation/trucking/railroad
the st lawrence seaway management corporation,92.0,transportation/trucking/railroad
tippet richardson,92.0,transportation/trucking/railroad
Titan Trailers,92.0,transportation/trucking/railroad
tms truck centre ltd ,92.0,transportation/trucking/railroad
toronto transit commission (ttc),92.0,transportation/trucking/railroad
traffix,92.0,transportation/trucking/railroad
trailcon leasing inc ,92.0,transportation/trucking/railroad
trans ontario express,92.0,transportation/trucking/railroad
transam carriers inc ,92.0,transportation/trucking/railroad
"Transdev, Inc.",92.0,transportation/trucking/railroad
transport n service,92.0,transportation/trucking/railroad
u haul international inc,92.0,transportation/trucking/railroad
united van lines (canada) ltd ,92.0,transportation/trucking/railroad
Uride,92.0,transportation/trucking/railroad
velocity transport,92.0,transportation/trucking/railroad
vision transportation systems inc,92.0,transportation/trucking/railroad
vision transportation inc,92.0,transportation/trucking/railroad
vision truck group,92.0,transportation/trucking/railroad
werner enterprises,92.0,transportation/trucking/railroad
XPO Logistics,92.0,transportation/trucking/railroad
YRC Freight Canada,92.0,transportation/trucking/railroad
360insights,96.0,information technology / services
adnm international,96.0,information technology / services
ais technology,96.0,information technology / services
avi spl,96.0,information technology / services
adastra north america,96.0,information technology / services
agdata lp,96.0,information technology / services
alight solutions,96.0,information technology / services
alithya,96.0,information technology / services
alphavima technologies inc,96.0,information technology / services
ample labs,96.0,information technology / services
annex consulting group,96.0,information technology / services
appnovation,96.0,information technology / services
Assent Compliance,96.0,information technology / services
asurion,96.0,information technology / services
audcomp,96.0,information technology / services
avanade,96.0,information technology / services
b4 networks inc ,96.0,information technology / services
bfg enterprise services,96.0,information technology / services
bevertec,96.0,information technology / services
bits in glass,96.0,information technology / services
buchanan technologies,96.0,information technology / services
cds,96.0,information technology / services
cdw,96.0,information technology / services
native chats,96.0,information technology / services
canada health infoway,96.0,information technology / services
canadian bank note company limited,96.0,information technology / services
carya invest,96.0,information technology / services
centrilogic,96.0,information technology / services
centurylink,96.0,information technology / services
cistel technology inc ,96.0,information technology / services
"COFOMO, Inc",96.0,information technology / services
clearbridge mobile,96.0,information technology / services
cloudworks,96.0,information technology / services
compucom,96.0,information technology / services
compustaff,96.0,information technology / services
compugen inc,96.0,information technology / services
conexiom,96.0,information technology / services
Constellation Software,96.0,information technology / services
corgta inc ,96.0,information technology / services
coreio inc ,96.0,information technology / services
crowdriff,96.0,information technology / services
DRVN Intelligence,96.0,information technology / services
Dapasoft Inc,96.0,information technology / services
decision resources group,96.0,information technology / services
Delbridge Solutions Inc.,96.0,information technology / services
dependableit,96.0,information technology / services
digitalembrace inc ,96.0,information technology / services
olive,96.0,information technology / services
dumas,96.0,information technology / services
edge automation,96.0,information technology / services
"Epiq Systems, Inc.",96.0,information technology / services
epsilon inc ,96.0,information technology / services
fci,96.0,information technology / services
fdm group,96.0,information technology / services
flexity solutions inc ,96.0,information technology / services
FULLY MANAGED INC,96.0,information technology / services
gabriel pizza,96.0,information technology / services
gentek marketing inc ,96.0,information technology / services
global relay,96.0,information technology / services
global mentoring solutions,96.0,information technology / services
grade a,96.0,information technology / services
graphem solutions inc ,96.0,information technology / services
grenville,96.0,information technology / services
interlan,96.0,information technology / services
himama,96.0,information technology / services
hitachi solutions america,96.0,information technology / services
hobo systems sp z o o ,96.0,information technology / services
hypertec group,96.0,information technology / services
iron mountain,96.0,information technology / services
Jolera Inc.,96.0,information technology / services
kubra,96.0,information technology / services
park place technologies,96.0,information technology / services
kivuto solutions,96.0,information technology / services
konica minolta business solutions u s a inc ,96.0,information technology / services
konverge digital solutions corporation,96.0,information technology / services
loadlink technologies,96.0,information technology / services
long view systems,96.0,information technology / services
msi,96.0,information technology / services
mobia,96.0,information technology / services
msp international services corporation,96.0,information technology / services
maarut inc,96.0,information technology / services
mappedin,96.0,information technology / services
mariner partners,96.0,information technology / services
markitech ai experts in digital transformation focused on ai / machine learning in health and telco,96.0,information technology / services
mastech infotrellis,96.0,information technology / services
meltwater,96.0,information technology / services
ntt ltd ,96.0,information technology / services
shiftlink,96.0,information technology / services
next pathway inc ,96.0,information technology / services
northstar services ltd,96.0,information technology / services
nova networks inc,96.0,information technology / services
oci inc ,96.0,information technology / services
nrb,96.0,information technology / services
ontariomd,96.0,information technology / services
foxwise technologies inc onx enterprise solutions ltd in joint venture,96.0,information technology / services
orillia today,96.0,information technology / services
paladin technologies,96.0,information technology / services
penguinpickup,96.0,information technology / services
pgc it services,96.0,information technology / services
pgi,96.0,information technology / services
Premier Tech,96.0,information technology / services
prodigy labs,96.0,information technology / services
prometric,96.0,information technology / services
prontoforms,96.0,information technology / services
proserveit,96.0,information technology / services
Quad Infotech,96.0,information technology / services
quantum technology recruiting inc (qtr),96.0,information technology / services
rbro solutions,96.0,information technology / services
real matters inc ,96.0,information technology / services
red hat software services (india) private limited,96.0,information technology / services
Ricoh Canada,96.0,information technology / services
serco,96.0,information technology / services
SmartONE Solutions Inc.,96.0,information technology / services
softchoice,96.0,information technology / services
solutions by stc,96.0,information technology / services
Soroc Technology Inc.,96.0,information technology / services
sparkrock,96.0,information technology / services
spicsoft inc ,96.0,information technology / services
spirent communications,96.0,information technology / services
stackpros inc ,96.0,information technology / services
start ca,96.0,information technology / services
sungard availability services,96.0,information technology / services
sunny supermarket,96.0,information technology / services
swift medical,96.0,information technology / services
systematix infotech pvt ltd ,96.0,information technology / services
t base communications,96.0,information technology / services
tech mahindra,96.0,information technology / services
tekstaff it solutions,96.0,information technology / services
tgt solutions inc ,96.0,information technology / services
the nationwide group,96.0,information technology / services
think research,96.0,information technology / services
thoughtwire,96.0,information technology / services
brnd tech,96.0,information technology / services
urbacon,96.0,information technology / services
uts group,96.0,information technology / services
virtusa,96.0,information technology / services
Visual Defence Inc.,96.0,information technology / services
wits consulting,96.0,information technology / services
ZTR Control Systems,96.0,information technology / services
acces employment,100.0,nonprofit/ganization management
big brothers big sisters of america,100.0,nonprofit/ganization management
boys and girls clubs of kawartha lakes,100.0,nonprofit/ganization management
cnib,100.0,nonprofit/ganization management
COHO Management and Services Society,100.0,nonprofit/ganization management
costi immigrant services,100.0,nonprofit/ganization management
caledon community services,100.0,nonprofit/ganization management
canada green building council cagbc,100.0,nonprofit/ganization management
canadian blood services,100.0,nonprofit/ganization management
canadian cancer society,100.0,nonprofit/ganization management
canadahelps,100.0,nonprofit/ganization management
centre for social innovation,100.0,nonprofit/ganization management
children believe,100.0,nonprofit/ganization management
community living durham north,100.0,nonprofit/ganization management
community living north halton,100.0,nonprofit/ganization management
condominium authority of ontario,100.0,nonprofit/ganization management
covenant house toronto,100.0,nonprofit/ganization management
cuso international,100.0,nonprofit/ganization management
diabetes canada,100.0,nonprofit/ganization management
dilawri group of companies,100.0,nonprofit/ganization management
dixon hall,100.0,nonprofit/ganization management
red deer native friendship society,100.0,nonprofit/ganization management
ecology action centre,100.0,nonprofit/ganization management
efrygta serving the communities of peel halton york and hamilton,100.0,nonprofit/ganization management
tedxemilycarru,100.0,nonprofit/ganization management
toronto housing and homeless supports (the salvation army),100.0,nonprofit/ganization management
futurpreneur canada,100.0,nonprofit/ganization management
gs1 canada,100.0,nonprofit/ganization management
george brown college foundation,100.0,nonprofit/ganization management
world association of girl guides and girl scouts,100.0,nonprofit/ganization management
habitat for humanity,100.0,nonprofit/ganization management
Heritage Skills Development Center,100.0,nonprofit/ganization management
house of friendship,100.0,nonprofit/ganization management
icna relief canada,100.0,nonprofit/ganization management
islamic relief canada,100.0,nonprofit/ganization management
jvs toronto,100.0,nonprofit/ganization management
jewish national fund usa,100.0,nonprofit/ganization management
jobstart,100.0,nonprofit/ganization management
kerry's place autism services,100.0,nonprofit/ganization management
boys and girls club of kingston and area,100.0,nonprofit/ganization management
kingston home base housing,100.0,nonprofit/ganization management
r o s e resources/outreach to safeguard the elderly,100.0,nonprofit/ganization management
march of dimes canada,100.0,nonprofit/ganization management
tech manitoba,100.0,nonprofit/ganization management
martha's table,100.0,nonprofit/ganization management
ronald mcdonald house charities toronto,100.0,nonprofit/ganization management
medtronic,100.0,nonprofit/ganization management
The Métis Nation of Ontario,100.0,nonprofit/ganization management
midaynta community services,100.0,nonprofit/ganization management
mission services of london,100.0,nonprofit/ganization management
mohawks of the bay of quinte,100.0,nonprofit/ganization management
Natural Resources Canada,100.0,nonprofit/ganization management
neil squire society,100.0,nonprofit/ganization management
newcomer centre of peel,100.0,nonprofit/ganization management
nipissing university student union,100.0,nonprofit/ganization management
norfolk county ma,100.0,nonprofit/ganization management
kids up front ottawa,100.0,nonprofit/ganization management
burlington humane society animal aid,100.0,nonprofit/ganization management
ontario federation of indigenous friendship centres (ofifc),100.0,nonprofit/ganization management
ontario medical association,100.0,nonprofit/ganization management
the ontario spca and humane society,100.0,nonprofit/ganization management
osteoporosis canada,100.0,nonprofit/ganization management
ottawa community housing corporation (och),100.0,nonprofit/ganization management
our place peel,100.0,nonprofit/ganization management
philips,100.0,nonprofit/ganization management
polycultural immigrant and community services,100.0,nonprofit/ganization management
public service alliance of canada,100.0,nonprofit/ganization management
reception house waterloo region,100.0,nonprofit/ganization management
red door family shelter,100.0,nonprofit/ganization management
rlb llp,100.0,nonprofit/ganization management
royal college of dental surgeons of ontario,100.0,nonprofit/ganization management
save the children canada,100.0,nonprofit/ganization management
signify,100.0,nonprofit/ganization management
simcoe muskoka family connexions,100.0,nonprofit/ganization management
special olympics ontario,100.0,nonprofit/ganization management
st patrick's home of ottawa foundation,100.0,nonprofit/ganization management
stonehenge therapeutic community,100.0,nonprofit/ganization management
kiwanis club of the capital city kingston,100.0,nonprofit/ganization management
the lighthouse for the blind inc ,100.0,nonprofit/ganization management
the mississauga food bank,100.0,nonprofit/ganization management
the salvation army,100.0,nonprofit/ganization management
timmins native friendship centre,100.0,nonprofit/ganization management
toronto humane society,100.0,nonprofit/ganization management
syria relief,100.0,nonprofit/ganization management
united way greater toronto,100.0,nonprofit/ganization management
university settlement,100.0,nonprofit/ganization management
up fundraising,100.0,nonprofit/ganization management
villa leonardo gambin ltc,100.0,nonprofit/ganization management
warden woods community centre,100.0,nonprofit/ganization management
abl employment,104.0,staffing / recruiting
abacus service corporation,104.0,staffing / recruiting
mier human capital,104.0,staffing / recruiting
adecco,104.0,staffing / recruiting
aerotek,104.0,staffing / recruiting
agilus work solutions,104.0,staffing / recruiting
alexander technology group,104.0,staffing / recruiting
algonquin college cooperative education,104.0,staffing / recruiting
allstaff inc ,104.0,staffing / recruiting
appleone employment services,104.0,staffing / recruiting
atc healthcare northwest,104.0,staffing / recruiting
artech l l c ,104.0,staffing / recruiting
aztrix solutions,104.0,staffing / recruiting
bakker tailored staffing,104.0,staffing / recruiting
bnl recruitment group inc ,104.0,staffing / recruiting
bloom,104.0,staffing / recruiting
brainhunter systems ltd,104.0,staffing / recruiting
breakaway staffing solutions inc and breakaway executive search corp ,104.0,staffing / recruiting
brunel,104.0,staffing / recruiting
Century Group Inc.,104.0,staffing / recruiting
clek staffing services,104.0,staffing / recruiting
canadian executive search group inc and canadian executive search group (usa) inc / arrow group,104.0,staffing / recruiting
capital staffing solutions inc ,104.0,staffing / recruiting
Carecor Health Services,104.0,staffing / recruiting
emergitel,104.0,staffing / recruiting
david aplin group,104.0,staffing / recruiting
Drake International Inc,104.0,staffing / recruiting
durham recruiting,104.0,staffing / recruiting
executek recruiting partners,104.0,staffing / recruiting
entourage,104.0,staffing / recruiting
envision,104.0,staffing / recruiting
executrade i your recruitment specialists,104.0,staffing / recruiting
expleo group,104.0,staffing / recruiting
workforce1,104.0,staffing / recruiting
Fuze HR Solutions Inc,104.0,staffing / recruiting
Great Connections Employment Services Inc.,104.0,staffing / recruiting
goudreau personnel by swinton ltd ,104.0,staffing / recruiting
grand river personnel limited,104.0,staffing / recruiting
group nb,104.0,staffing / recruiting
hays,104.0,staffing / recruiting
hcr permanent search,104.0,staffing / recruiting
ikon complete inc ,104.0,staffing / recruiting
KPI Staffing Inc.,104.0,staffing / recruiting
kee human resources,104.0,staffing / recruiting
kelly,104.0,staffing / recruiting
kent legal,104.0,staffing / recruiting
lea consultancy ltd,104.0,staffing / recruiting
lro staffing,104.0,staffing / recruiting
labour source,104.0,staffing / recruiting
vaco lannick,104.0,staffing / recruiting
leveragetek it solutions,104.0,staffing / recruiting
live assets | i t staffing solutions,104.0,staffing / recruiting
manpower,104.0,staffing / recruiting
marberg staffing,104.0,staffing / recruiting
Michael Page CA,104.0,staffing / recruiting
morson talent,104.0,staffing / recruiting
multi options nursing (mon+),104.0,staffing / recruiting
myticas consulting ulc,104.0,staffing / recruiting
nes global talent,104.0,staffing / recruiting
nova staffing inc ,104.0,staffing / recruiting
niagara partners inc,104.0,staffing / recruiting
noramtec consultants inc ,104.0,staffing / recruiting
on demand staffing inc,104.0,staffing / recruiting
options consulting solutions,104.0,staffing / recruiting
Peak Sales Recruiting Inc,104.0,staffing / recruiting
people store staffing solutions inc ,104.0,staffing / recruiting
peopleready,104.0,staffing / recruiting
personnel by elsie,104.0,staffing / recruiting
poly tech talent,104.0,staffing / recruiting
porter group,104.0,staffing / recruiting
procom,104.0,staffing / recruiting
Prodigy Personnel,104.0,staffing / recruiting
propel,104.0,staffing / recruiting
prostaff employment solutions,104.0,staffing / recruiting
ptc recruiting,104.0,staffing / recruiting
quantum management services ltd ,104.0,staffing / recruiting
randstad,104.0,staffing / recruiting
recruiting in motion,104.0,staffing / recruiting
recruit action inc ,104.0,staffing / recruiting
resolution staffing inc ,104.0,staffing / recruiting
revolution staffing,104.0,staffing / recruiting
robert half,104.0,staffing / recruiting
RPI Consulting Group,104.0,staffing / recruiting
staff management | smx,104.0,staffing / recruiting
staff plus,104.0,staffing / recruiting
Staff Shop Inc.,104.0,staffing / recruiting
staff source,104.0,staffing / recruiting
staffinity inc,104.0,staffing / recruiting
stevenson and white,104.0,staffing / recruiting
synergie hunt international,104.0,staffing / recruiting
system one,104.0,staffing / recruiting
talent capital resource group (tal cap),104.0,staffing / recruiting
talentburst an inc 5000 company,104.0,staffing / recruiting
talentsphere staffing solutions,104.0,staffing / recruiting
talentworld,104.0,staffing / recruiting
TDS Personnel Ltd,104.0,staffing / recruiting
the agency worx,104.0,staffing / recruiting
the aim group,104.0,staffing / recruiting
The Mason Group,104.0,staffing / recruiting
the placement office (pty) ltd,104.0,staffing / recruiting
the british connection staffing,104.0,staffing / recruiting
trg staffing solutions,104.0,staffing / recruiting
united staffing services,104.0,staffing / recruiting
universal staffing inc ,104.0,staffing / recruiting
vertical staffing resources,104.0,staffing / recruiting
wil employment connections,104.0,staffing / recruiting
wiley,104.0,staffing / recruiting
xiboss corporation,104.0,staffing / recruiting
zone employment centre,104.0,staffing / recruiting
lionbridge,108.0,translation / localization
mcis language solutions,108.0,translation / localization
ksenia security srl,112.0,electrical / electronic manufacturing
artaflex,112.0,electrical / electronic manufacturing
amphenol canada corp ,112.0,electrical / electronic manufacturing
arxtron technologies inc ,112.0,electrical / electronic manufacturing
bj take inc,112.0,electrical / electronic manufacturing
celestica,112.0,electrical / electronic manufacturing
circuit check inc ,112.0,electrical / electronic manufacturing
communications and power industries (cpi),112.0,electrical / electronic manufacturing
creation technologies,112.0,electrical / electronic manufacturing
dl custom,112.0,electrical / electronic manufacturing
diverse electronics,112.0,electrical / electronic manufacturing
dyson,112.0,electrical / electronic manufacturing
ehc global,112.0,electrical / electronic manufacturing
eden park illumination,112.0,electrical / electronic manufacturing
electrical contacts limited,112.0,electrical / electronic manufacturing
emerson,112.0,electrical / electronic manufacturing
enerquest services inc ,112.0,electrical / electronic manufacturing
epson america inc ,112.0,electrical / electronic manufacturing
genrep ltd/ltee,112.0,electrical / electronic manufacturing
gva lighting inc ,112.0,electrical / electronic manufacturing
hubbell incorporated,112.0,electrical / electronic manufacturing
Kraun Electric,112.0,electrical / electronic manufacturing
l3 communications integrated,112.0,electrical / electronic manufacturing
leoni,112.0,electrical / electronic manufacturing
sinclair manufacturing division | hermetic solutions group,112.0,electrical / electronic manufacturing
melitron corporation,112.0,electrical / electronic manufacturing
mettler toledo international inc,112.0,electrical / electronic manufacturing
mircom group of companies,112.0,electrical / electronic manufacturing
neptune technology group,112.0,electrical / electronic manufacturing
powersonic industries,112.0,electrical / electronic manufacturing
q5x,112.0,electrical / electronic manufacturing
rmf design and manufacturing inc ,112.0,electrical / electronic manufacturing
sandvik,112.0,electrical / electronic manufacturing
sanmina,112.0,electrical / electronic manufacturing
sciencetech inc,112.0,electrical / electronic manufacturing
stackpole international,112.0,electrical / electronic manufacturing
stmicroelectronics,112.0,electrical / electronic manufacturing
suez water technologies and solutions,112.0,electrical / electronic manufacturing
tektronix,112.0,electrical / electronic manufacturing
teledyne dalsa,112.0,electrical / electronic manufacturing
The Hillman Group,112.0,electrical / electronic manufacturing
Tulsar Canada Ltd,112.0,electrical / electronic manufacturing
urtech manufacturing,112.0,electrical / electronic manufacturing
vexos,112.0,electrical / electronic manufacturing
world wide electric inc ,112.0,electrical / electronic manufacturing
asl distribution services limited,116.0,logistics / supply chain
accuristix,116.0,logistics / supply chain
Attabotics,116.0,logistics / supply chain
brinkis canada,116.0,logistics / supply chain
ceva logistics,116.0,logistics / supply chain
chep,116.0,logistics / supply chain
ctdi,116.0,logistics / supply chain
pallet plus limited,116.0,logistics / supply chain
caravan group of companies,116.0,logistics / supply chain
challenger motor freight inc,116.0,logistics / supply chain
congebec inc ,116.0,logistics / supply chain
core logistics,116.0,logistics / supply chain
crossdock systems,116.0,logistics / supply chain
dhl,116.0,logistics / supply chain
dsv global transport and logistics,116.0,logistics / supply chain
delmar international inc ,116.0,logistics / supply chain
dematic,116.0,logistics / supply chain
Express Container Management,116.0,logistics / supply chain
expeditors,116.0,logistics / supply chain
express parcel services,116.0,logistics / supply chain
farrow logistics,116.0,logistics / supply chain
fraser direct,116.0,logistics / supply chain
Freightcom Inc.,116.0,logistics / supply chain
frontier supply chain solutions inc ,116.0,logistics / supply chain
go logistics inc ,116.0,logistics / supply chain
go direct solutions,116.0,logistics / supply chain
heritage parts,116.0,logistics / supply chain
hunt refrigeration canada inc ,116.0,logistics / supply chain
imi a global people company,116.0,logistics / supply chain
joeyco,116.0,logistics / supply chain
K-Bro Linen Systems,116.0,logistics / supply chain
Kintetsu World Express,116.0,logistics / supply chain
oec group (canada),116.0,logistics / supply chain
kenco group,116.0,logistics / supply chain
Kintetsu World Express,116.0,logistics / supply chain
konstant,116.0,logistics / supply chain
kuehne+nagel,116.0,logistics / supply chain
